"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"602","602","Hila","Siren",56,62,79,60,92,60,"bad",NA,"Atlantean","Female","Blue","Purple",175,160,NA,"Mera (twin sister), Aquaman (brother-in-law)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg",68.897675,"Alternative"
"603","603","La Sirene la Bailene","Siren II",NA,NA,NA,NA,NA,NA,"bad","Atlantis",NA,"Female","Black",NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg",0,NA
"604","604","Theresa Rourke Cassidy","Siryn",38,8,47,28,50,42,"bad","Cassidy Keep, County Mayo, Ireland",NA,"Female","Blue","Strawberry Blond",168,115,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)","(current) Adventurer (former) Professional Criminal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/833.jpg",66.141768,"Fair"
"605","605","","Skaar",50,85,27,90,69,85,"good","Sakaar",NA,"Male","Green","Black",198,400,NA,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)","Warrior","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg",77.952798,"Dark"
"606","606","","Snake-Eyes",NA,NA,NA,NA,NA,NA,"bad",NA,"Animal","Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg",0,NA
"607","607","Narya","Snowbird",50,32,27,42,70,52,"good","Near Resolute Bay, Northwest Territories, Canada",NA,"Female","White","Blond",178,108,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)","Goddess, adventurer, former records officer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/130.jpg",70.078778,"Fair"
"608","608","Yurrd the Unknown","Sobek",50,34,23,46,20,56,"good","Nile River; Bioengineered at Oolong Island",NA,"Male","White","No Hair",0,NA,"Black Marvel Family, Four Horsemen",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg",0,"None"
"609","609","Cyrus Gold","Solomon Grundy",9,93,13,100,92,30,"bad","Gotham City","Zombie","Male","Black","White",279,971,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/782.jpg",109.842579,"Fair"
"610","610","Melissa Joan Gold","Songbird",75,36,27,42,55,56,"good","Shoshoni, Wyoming",NA,"Female","Green","Red / White",165,145,"Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers","Mimi Gold (mother), Mr. Gold (father)","Adventurer; former criminal and wrestler","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/131.jpg",64.960665,"Red"
"611","611","Thaddeus Bach","Space Ghost",38,18,33,40,95,80,"good",NA,"Human","Male",NA,NA,188,250,"Galactic Heroes",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg",74.015788,NA
"612","612","Al Simmons","Spawn",75,60,50,90,100,95,"good","Detroit, Michigan (8th level of Hell after rebirth)","Demon","Male","Brown","Black",211,900,"Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps","Wanda (widow), Cyan (widow's daughter)",NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/842.jpg",83.070911,"Dark"
"613","613","Aztar","Spectre",88,100,100,100,100,70,"good",NA,"God / Eternal","Male","White","No Hair",0,NA,NA,NA,NA,"Aztar","https://www.superherodb.com/pictures2/portraits/10/100/784.jpg",0,"None"
"614","614","Robert Baldwin","Speedball",NA,NA,NA,NA,NA,NA,"good","Springdale, Connecticut",NA,"Male",NA,NA,0,NA,"New Warriors","Maddie Baldwin (mother), Justin Baldwin (father)","Student, superhero","Penance II","https://www.superherodb.com/pictures2/portraits/10/100/132.jpg",0,NA
"615","615","Thea Queen","Speedy",50,6,33,20,26,70,"good","Starling City","Human","Female","Green","Brown",0,NA,"Team Arrow","Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)","Nightclub Owner","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg",0,"Dark"
"616","616","Roy William Harper, Jr.","Speedy",NA,NA,NA,NA,NA,NA,"good",NA,"Human","Male",NA,NA,0,NA,NA,NA,NA,"Arsenal","https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg",0,NA
"617","617","Benjamin Reilly","Spider-Carnage",NA,69,NA,NA,NA,NA,"bad",NA,"Symbiote","Male",NA,NA,0,NA,NA,NA,NA,"Scarlet Spider","https://www.superherodb.com/pictures2/portraits/10/100/957.jpg",0,NA
"618","618","May 'Mayday' Parker","Spider-Girl",63,38,60,65,53,75,"good","New York City, New York","Human","Female","Blue","Brown",170,119,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/480.jpg",66.92917,"Dark"
"619","619","Gwen Stacy","Spider-Gwen",75,55,63,70,66,70,"good",NA,"Human","Female","Blue","Blond",165,125,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg",64.960665,"Fair"
"620","620","Peter Parker","Spider-Man",90,55,67,75,74,85,"good","New York, New York","Human","Male","Hazel","Brown",178,165,"Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)","Freelance photographer, teacher","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/133.jpg",70.078778,"Dark"
"621","621","Miguel O'Hara","Spider-Man",NA,57,NA,NA,NA,NA,"good",NA,"Human",NA,"Red","Brown",178,170,NA,NA,"CEO of Alchemax Corporation, Executive Assistant","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/479.jpg",70.078778,"Dark"
"622","622","Miles Morales","Spider-Man",NA,58,NA,NA,NA,NA,"good",NA,"Human","Male","Brown","Black",157,125,NA,NA,"Student, adventurer, vigilante","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg",61.811057,"Dark"
"623","623","Jessica Drew","Spider-Woman",56,42,42,60,68,70,"good","London, England","Human","Female","Green","Black",178,130,"Former agent of HYDRA","Jonathan (father, deceased), Merriem (mother, deceased)","Form agent of HYDRA, former bounty hunter, private investigator, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/481.jpg",70.078778,"Dark"
"624","624","","Spider-Woman II",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/483.jpg",0,NA
"625","625","Martha Franklin","Spider-Woman III",50,48,27,42,60,28,"good","Rochester, New York",NA,"Female","Brown","Brown",173,123,"Formerly Gathering of the Five","Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/482.jpg",68.110273,"Dark"
"626","626","Charlotte Witter","Spider-Woman IV",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Female","Red","White",178,128,NA,"Cassandra Webb (aka Madame Web, grandmother)","Fashion designer, professional criminal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/883.jpg",70.078778,"Fair"
"627","627","S'chn T'gai Spock","Spock",81,18,17,40,56,40,"good",NA,"Human-Vulcan","Male","Brown","Black",185,180,NA,NA,NA,"Star Trek","https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg",72.834685,"Dark"
"628","628","Evan Daniels","Spyke",50,12,17,60,48,30,"good",NA,"Mutant","Male","Brown","Blond",183,185,"Morlocks; Formerly: X-Men","Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg",72.047283,"Fair"
"629","629","","Stacy X",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/485.jpg",0,NA
"630","630","Peter Jason Quill","Star-Lord",69,20,33,50,25,70,"good",NA,"Human-Spartoi","Male","Blue","Blond",188,175,"Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote","Adventurer; Royal Prince of Spartax","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg",74.015788,"Fair"
"631","631","","Stardust",88,85,100,110,100,85,"good",NA,NA,"Male",NA,NA,0,NA,"Heralds of Galactus ; Formerly United Front",NA,"Herald of Galactus","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg",0,NA
"632","632","Koriand'r","Starfire",50,80,33,85,59,70,"good","Tamaran","Tamaranean","Female","Green","Auburn",193,158,"Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)","Model","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/786.jpg",75.984293,"Red"
"633","633","Courtney Whitmore","Stargirl",63,80,25,90,87,55,"good",NA,"Human","Female","Blue","Blond",165,137,"Justice Society of America","Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg",64.960665,"Fair"
"634","634","Virgil Hawkins","Static",69,8,42,50,90,40,"good","Paris Island, Dakota City","Mutant","Male","Brown","Black",170,140,"Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),","Student","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg",66.92917,"Dark"
"635","635","John Henry Irons","Steel",81,82,53,90,64,64,"good","Washington, D.C.",NA,"Male","Brown","No Hair",201,290,"Reserve member of the Justice League of America","Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)","Weapons designer, former steelworker","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg",79.133901,"None"
"636","636","Stephanie Powell","Stephanie Powell",69,10,54,10,24,10,"good",NA,NA,"Female",NA,"Blond",0,NA,NA,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)","Executive Vice President of Research at Global Tech","ABC Studios","https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg",0,"Fair"
"637","637","","Steppenwolf",94,100,83,100,100,100,"bad",NA,"New God","Male","Red","Black",183,203,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg",72.047283,"Dark"
"638","638","Ororo Munroe","Storm",75,10,47,30,88,75,"good","New York, New York","Mutant","Female","Blue","White",180,127,"X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)","Adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/135.jpg",70.86618,"Fair"
"639","639","","Stormtrooper",10,8,8,15,5,20,"bad",NA,"Human","Male",NA,NA,183,NA,NA,NA,NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg",72.047283,NA
"640","640","Roberto DaCosta","Sunspot",63,63,35,25,90,70,"good","Rio de Janeiro, Brazil","Mutant","Male","Brown","Black",173,170,"Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)","Adventurer, businessman","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/138.jpg",68.110273,"Dark"
"641","641","Kon-El / Conner Kent","Superboy",75,95,83,90,95,60,"good","Project Cadmus cloning facility",NA,"Male","Blue","Black",170,150,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/789.jpg",66.92917,"Dark"
"642","642","Kal-El","Superboy-Prime",94,100,100,100,100,85,"bad","Krypton (Earth-Prime)","Kryptonian","Male","Blue","Black / Blue",180,170,"Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg",70.86618,"Dark"
"643","643","Kara Zor-El","Supergirl",94,100,100,100,100,75,"good","Argo City, Krypton","Kryptonian","Female","Blue","Blond",165,120,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)","Intern, Adventurer, Student, Crime-Fighter","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/790.jpg",64.960665,"Fair"
"644","644","Clark Kent","Superman",94,100,100,100,100,85,"good","Krypton","Kryptonian","Male","Blue","Black",191,225,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)","Reporter for the Daily Planet and novelist","Superman Prime One-Million","https://www.superherodb.com/pictures2/portraits/10/100/791.jpg",75.196891,"Dark"
"645","645","Alec Holland","Swamp Thing",88,95,25,100,100,55,"bad",NA,"God / Eternal","Male","Red","No Hair",0,NA,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)","Planet Elemental, former Biochemist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/792.jpg",0,"None"
"646","646","Fritz von Meyer","Swarm",75,18,50,90,38,35,"bad",NA,"Mutant","Male","Yellow","No Hair",196,104,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",NA,"Ph.D. in toxicology & entomology","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg",77.165396,"None"
